Usia,Pendapatan_Bulanan,Lama_Bekerja_Tahun,Jumlah_Tanggungan,Skor_Kredit_Internal,Jumlah_Pinjaman_Diminta,Rasio_Utang_Pendapatan,Jml_Keterlambatan_Bayar_12bln,Durasi_Pinjaman_Bulan,Tujuan_Pinjaman,Status_Kepemilikan_Rumah,Jenis_Pekerjaan,Pendidikan_Terakhir,Status_Pernikahan,Status_Pinjaman
35,11000000,4,1,604,3500000,35,0,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
32,7200000,4,0,521,3500000,19,0,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
33,4400000,5,1,809,4000000,48,4,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
40,8600000,1,2,707,3000000,12,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
28,8800000,2,4,625,2000000,50,4,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Bercerai,Macet
39,5600000,1,4,300,2000000,50,0,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
40,4700000,1,1,454,3500000,16,0,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
27,8600000,4,2,509,2500000,47,3,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
40,8000000,5,1,737,2500000,43,1,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
36,5300000,2,1,589,2500000,50,7,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
30,7300000,1,1,746,3000000,50,5,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
38,10700000,6,3,699,3500000,11,1,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
41,7200000,5,3,693,7000000,5,6,12,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
40,6800000,7,3,666,3000000,5,3,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
41,5900000,2,3,643,5000000,40,3,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
47,11500000,1,3,814,3500000,25,0,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
40,11400000,3,0,384,2000000,50,2,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
33,9300000,3,0,850,5500000,50,6,12,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Macet
29,3000000,0,2,611,6000000,37,1,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Macet
39,9500000,2,1,667,4500000,31,0,12,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
34,5400000,0,1,614,6500000,12,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
30,7900000,3,1,683,4000000,50,3,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
38,9400000,3,2,829,5000000,37,0,12,Produktif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
46,5800000,6,1,766,4000000,32,1,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
22,4600000,2,2,642,3500000,25,1,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
46,1000000,2,3,850,3500000,31,2,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
37,10300000,6,3,774,2000000,50,4,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
44,4200000,1,2,617,3500000,12,4,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
39,7600000,3,0,586,3000000,15,0,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
33,10500000,2,1,340,6000000,10,0,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
37,9200000,3,3,850,4000000,30,5,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
52,5000000,3,0,701,3500000,20,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
46,6600000,2,0,674,500000,50,5,12,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Macet
25,9700000,6,1,457,2500000,50,1,24,Produktif,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
28,7300000,0,3,621,3500000,50,5,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Menikah,Macet
36,10400000,0,2,357,5500000,41,2,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
31,7500000,2,2,850,4000000,33,1,6,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
28,7900000,1,2,577,4500000,50,1,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
34,6500000,1,2,586,4500000,50,3,6,Produktif,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
28,8400000,4,2,696,5000000,17,1,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
40,5700000,1,2,459,6000000,50,0,6,Produktif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
50,5300000,1,0,627,3000000,39,1,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
57,4700000,3,4,631,1000000,12,0,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
42,4600000,5,2,811,5500000,5,2,12,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
49,4800000,3,2,830,6000000,23,1,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
36,8300000,2,1,617,5000000,50,2,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
16,9300000,2,0,642,4500000,38,3,6,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
29,5100000,4,3,712,4500000,50,1,12,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
29,4500000,0,4,394,5500000,31,3,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
13,6300000,3,5,300,3000000,36,4,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
40,8000000,6,3,802,2000000,50,4,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
25,6400000,4,3,405,2000000,12,3,6,Produktif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
45,7300000,0,0,616,3500000,21,3,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
34,7600000,0,0,756,3000000,50,3,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
34,5500000,5,2,725,3000000,31,0,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
41,7100000,5,2,746,4000000,26,0,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Lancar
27,8400000,1,1,637,3500000,50,4,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Menikah,Macet
42,7700000,7,2,796,2500000,11,0,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
39,9600000,9,1,691,2500000,40,0,12,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
52,7300000,8,2,850,5000000,22,8,24,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
35,6300000,0,1,556,6000000,50,0,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
38,5900000,3,3,545,4500000,17,3,6,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
34,7200000,9,0,850,7500000,49,1,6,Produktif,Sewa,Swasta,Diploma/S1,Menikah,Macet
14,9200000,4,4,640,1500000,49,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
40,9300000,1,2,728,3500000,35,2,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
43,8700000,10,3,829,5500000,26,4,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
42,8000000,8,0,850,3500000,19,4,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
15,7800000,0,3,564,5000000,50,1,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
32,2900000,0,1,689,3000000,50,6,12,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
35,7800000,7,1,568,5000000,23,2,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
15,5900000,4,3,708,4000000,50,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
41,1500000,3,1,427,3500000,27,7,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
35,6800000,2,0,582,3500000,26,1,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
53,10000000,1,2,674,2500000,26,5,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
48,9700000,5,3,495,0,22,7,12,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
58,10900000,1,1,672,4500000,5,1,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
37,7500000,1,1,552,3000000,50,3,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Lancar
38,5300000,1,1,600,5500000,50,4,6,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
37,10500000,0,0,837,2000000,50,10,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
25,9900000,2,2,620,5500000,38,1,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Macet
49,9400000,3,1,764,1000000,20,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
39,7900000,2,2,740,3500000,42,0,12,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
24,5000000,5,4,850,3500000,34,3,12,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
34,6900000,3,0,446,3500000,13,0,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
44,7300000,11,3,850,1500000,40,2,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
56,3700000,0,1,300,3000000,43,2,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Macet
41,6000000,3,1,678,1000000,50,3,6,Produktif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
24,8300000,0,2,570,3500000,50,1,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
45,8300000,1,1,544,1500000,12,0,6,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
28,6200000,4,2,361,4500000,7,2,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
43,6200000,7,2,720,4000000,5,0,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
20,7100000,1,0,417,2500000,44,2,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
22,8400000,5,1,653,5500000,29,0,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
38,4300000,0,0,753,2000000,44,5,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Macet
48,11700000,0,1,565,3500000,15,3,6,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
32,6700000,2,0,300,4500000,50,6,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
34,8100000,5,2,617,3000000,50,5,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Lancar
30,4500000,10,6,850,3500000,50,2,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
43,4700000,2,1,526,2000000,19,4,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Lancar
18,7900000,0,4,618,4500000,50,4,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
43,9300000,3,4,850,0,5,4,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
54,8600000,0,1,600,3000000,7,0,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
40,5400000,8,3,774,2500000,50,8,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
33,7100000,5,1,600,6500000,40,2,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
19,4200000,5,4,373,3000000,23,4,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Macet
49,6400000,1,2,663,4500000,9,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
33,4600000,3,0,630,3500000,28,5,6,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
50,8600000,3,1,769,5000000,50,1,12,Pendidikan,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
30,5700000,0,2,576,4000000,35,4,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Macet
31,9000000,2,1,566,7000000,50,2,6,Produktif,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
46,2300000,3,0,300,5000000,19,6,12,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Macet
49,5800000,0,3,709,4500000,5,2,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
40,7900000,0,1,751,3000000,16,1,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
33,5600000,0,0,300,2500000,50,0,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
54,11000000,3,3,679,3500000,27,5,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
32,7500000,1,3,558,6500000,50,6,12,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
27,6900000,2,0,300,5500000,9,2,12,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
52,8400000,13,3,850,3500000,6,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
39,5900000,2,1,674,3500000,16,1,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
24,8900000,1,3,798,5000000,50,5,12,Produktif,Sewa,Wiraswasta,S2/S3,Menikah,Macet
34,8900000,1,1,699,500000,50,6,6,Produktif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
47,6400000,0,0,704,2500000,12,4,24,Produktif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
32,2800000,6,3,799,5000000,50,3,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
41,5600000,0,2,688,5000000,23,2,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
28,3900000,0,0,805,1500000,34,2,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
39,7400000,7,0,850,4000000,36,4,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
38,13100000,5,2,802,3000000,18,2,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
29,6000000,3,0,596,5500000,30,2,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
29,4400000,5,4,673,4500000,50,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
43,8800000,0,1,681,3500000,29,3,6,Konsumtif,Sewa,Swasta,S2/S3,Menikah,Lancar
40,4700000,0,1,742,4000000,50,6,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Bercerai,Macet
37,6400000,8,4,797,1500000,50,12,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
18,5400000,3,4,491,6000000,50,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
33,9200000,1,2,531,4000000,49,4,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
25,7800000,0,1,429,2500000,50,4,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
56,4600000,9,0,850,4500000,24,1,12,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
40,12200000,0,1,688,4500000,40,1,12,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
39,6000000,4,1,705,5500000,50,4,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
66,8100000,1,3,604,4000000,50,8,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
34,5300000,1,0,300,4000000,50,1,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
31,7200000,1,0,371,2500000,41,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
43,4600000,6,5,775,4000000,12,2,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
37,6100000,2,0,570,2500000,37,0,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
28,7200000,6,2,527,3500000,29,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
40,6000000,0,2,682,5000000,8,2,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
47,5400000,1,3,850,5000000,5,4,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
38,6200000,1,0,565,4000000,50,4,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
55,8300000,3,3,607,3500000,24,8,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
42,7100000,5,0,371,4500000,45,5,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
42,7400000,7,1,834,4000000,50,0,12,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
39,10100000,0,3,390,5000000,44,1,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
41,9300000,5,3,715,5000000,39,1,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
50,10000000,1,2,584,4500000,44,0,12,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
32,4100000,9,5,850,1000000,50,4,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
23,10300000,1,2,581,4000000,50,3,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
29,6700000,3,0,737,5000000,16,2,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Bercerai,Macet
27,7900000,4,1,749,4000000,50,3,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
56,1200000,5,5,803,2500000,30,2,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
23,7500000,5,2,481,4000000,6,2,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
42,5300000,0,6,300,1500000,28,6,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
25,10800000,0,0,448,4000000,39,2,12,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
39,8000000,2,1,652,4500000,50,3,6,Produktif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
35,4300000,0,1,641,3500000,50,3,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Menikah,Macet
19,8600000,1,2,603,3000000,50,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
38,11500000,0,1,694,3500000,46,3,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Macet
29,8200000,2,3,613,6000000,50,6,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
31,3900000,2,0,474,1000000,41,5,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
43,7700000,1,2,565,4000000,50,3,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
48,10000000,4,1,676,5000000,16,0,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
37,6000000,2,1,641,5500000,50,4,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
29,8800000,2,2,700,3500000,33,2,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
24,3800000,5,2,850,3500000,25,7,12,Konsumtif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
45,8500000,3,0,659,4000000,28,4,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
52,11900000,7,5,850,4000000,43,6,12,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
38,6900000,4,3,842,3500000,50,0,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
21,5500000,0,0,330,6500000,47,0,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
50,6100000,4,1,756,3500000,5,1,6,Pendidikan,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
48,7600000,7,1,850,4000000,40,1,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
38,6100000,3,2,665,5500000,50,6,12,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
43,5800000,0,0,593,5500000,36,1,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
29,10100000,1,0,502,2000000,41,1,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
34,7900000,11,0,850,4500000,31,6,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Macet
54,10000000,4,3,834,2500000,28,9,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
44,7900000,4,1,676,3000000,15,0,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
30,4100000,1,3,515,4500000,50,1,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
22,8200000,1,0,631,4000000,38,2,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
32,2500000,0,1,501,3500000,30,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
14,6600000,2,0,397,3500000,50,7,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Lancar
30,8500000,1,3,657,3500000,50,5,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
49,4600000,10,2,787,3000000,18,3,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
25,8200000,6,1,731,4000000,47,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
55,5000000,1,0,664,5000000,28,3,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
31,7600000,4,2,641,4500000,38,2,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
55,7000000,5,4,607,4500000,10,5,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
47,5900000,6,1,453,4500000,9,5,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
34,10300000,1,2,627,3000000,50,3,12,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
48,8300000,1,1,431,2500000,8,7,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
54,9000000,3,3,657,4000000,29,0,12,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
20,8000000,2,3,686,2000000,50,6,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
32,6800000,1,2,699,4000000,50,7,12,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Macet
41,6500000,3,0,652,5500000,5,1,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
36,6900000,3,1,769,3500000,50,4,24,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
17,8400000,1,1,603,1000000,39,1,12,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
31,3900000,1,1,300,0,23,4,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
37,8500000,1,0,547,5000000,6,1,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
22,5800000,5,2,686,1500000,45,2,12,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Lancar
37,10700000,2,3,555,7000000,18,0,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
43,8300000,4,1,418,4500000,37,3,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
43,5300000,6,1,850,5500000,45,6,12,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
39,8100000,3,0,797,3000000,50,5,12,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
23,9400000,9,0,850,2500000,50,13,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Macet
31,7300000,8,3,718,3000000,24,4,12,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
33,8600000,0,0,301,1000000,14,6,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
46,4600000,1,3,300,3000000,50,0,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
31,9800000,0,3,588,3000000,50,5,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
19,10800000,4,0,420,5500000,50,6,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
40,4500000,5,1,802,3000000,41,2,12,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Macet
32,8200000,2,2,850,2000000,15,3,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
29,11700000,1,1,709,5500000,13,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
34,4800000,0,1,526,3500000,50,1,6,Produktif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
