Usia,Pendapatan_Bulanan,Lama_Bekerja_Tahun,Jumlah_Tanggungan,Skor_Kredit_Internal,Jumlah_Pinjaman_Diminta,Rasio_Utang_Pendapatan,Jml_Keterlambatan_Bayar_12bln,Durasi_Pinjaman_Bulan,Tujuan_Pinjaman,Status_Kepemilikan_Rumah,Jenis_Pekerjaan,Pendidikan_Terakhir,Status_Pernikahan,Prediksi_Status_Pinjaman
40,8900000,9,2,850,4500000,7,1,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
40,7100000,1,1,668,5000000,48,1,6,Produktif,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
30,7200000,4,2,696,2500000,50,4,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
47,4800000,1,1,489,3000000,29,2,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Macet
31,6500000,3,2,618,4500000,43,5,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
47,6600000,3,0,613,5500000,30,1,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
46,5900000,5,0,775,3000000,50,1,12,Konsumtif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
53,4200000,2,2,300,8000000,5,6,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
38,11200000,1,1,421,2500000,19,3,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
50,10000000,1,2,476,2500000,5,0,12,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Lancar
47,7300000,5,0,472,3500000,45,6,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
19,6100000,6,5,719,5000000,50,3,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
35,8800000,4,2,754,4500000,50,2,12,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
32,6900000,6,3,760,6000000,50,4,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
54,8300000,1,1,604,3500000,16,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
31,5900000,14,5,850,6000000,50,4,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
54,3400000,0,2,538,2500000,19,1,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
41,7400000,3,1,431,7000000,5,1,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
29,11400000,3,2,513,3500000,33,1,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
36,8000000,4,3,701,5000000,11,3,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
41,6900000,4,2,850,1500000,12,8,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
44,4200000,6,2,780,4500000,48,1,12,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
47,9700000,4,2,759,2500000,50,2,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
18,2600000,0,4,472,5500000,50,2,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
23,4800000,0,4,397,3000000,50,1,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
47,5600000,15,4,850,500000,22,2,12,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
41,7600000,0,1,372,4500000,50,1,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
16,5600000,6,3,334,4000000,8,2,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
39,7600000,8,3,847,3500000,35,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
18,6100000,6,4,653,4000000,50,6,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
30,6200000,0,2,712,4500000,15,4,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
17,4900000,1,0,850,5500000,48,0,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
48,4900000,7,5,772,5000000,31,0,12,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
34,8900000,3,3,768,3000000,50,0,12,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Lancar
40,4400000,5,0,440,4500000,47,5,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
33,6700000,1,4,537,4500000,34,1,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
51,7500000,3,1,736,2000000,32,2,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Lancar
11,9800000,1,2,370,5500000,50,3,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
51,8000000,5,4,697,3500000,22,6,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
42,9800000,2,0,540,6500000,17,6,12,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
44,0,9,2,850,4500000,5,2,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
51,3400000,1,3,850,4000000,5,0,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
36,9600000,7,1,700,2500000,35,0,12,Pendidikan,Milik Sendiri,Swasta,S2/S3,Menikah,Lancar
39,10700000,7,4,850,2000000,48,3,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
25,5700000,4,2,539,2000000,50,1,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
45,5300000,2,2,697,2500000,8,3,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
42,4800000,1,3,448,1500000,31,3,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
40,8200000,4,1,654,5000000,49,4,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Macet
50,7900000,0,2,387,6000000,43,2,12,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
43,9800000,1,1,636,5000000,50,5,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Menikah,Macet
43,4400000,2,2,312,5000000,17,5,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
48,6200000,0,1,419,2000000,7,1,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
33,9600000,3,1,481,5000000,9,1,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Macet
48,5300000,2,1,382,4500000,50,4,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Macet
47,6400000,9,3,850,3000000,37,1,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
23,4900000,1,1,770,2500000,34,5,6,Produktif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
27,5700000,1,3,506,3000000,50,2,6,Produktif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
48,8300000,0,2,490,500000,15,0,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
33,7400000,5,2,576,1500000,37,5,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
46,10200000,2,3,741,2000000,11,0,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
35,7400000,1,2,850,3000000,16,3,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
29,8400000,2,1,657,3500000,40,0,6,Konsumtif,Sewa,Swasta,S2/S3,Menikah,Lancar
44,6400000,7,3,845,7000000,50,5,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
39,4700000,1,2,583,0,7,0,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
27,5100000,0,1,626,3000000,50,3,12,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
23,6300000,0,3,514,4000000,50,1,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
28,6900000,2,1,449,4500000,50,2,12,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
41,5100000,7,1,767,3500000,10,1,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
25,4900000,4,1,516,3000000,37,0,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
20,3700000,1,0,300,4000000,50,4,12,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Lancar
18,2400000,9,5,714,3500000,50,6,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
45,11100000,4,4,670,5000000,7,4,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
29,6700000,4,2,618,2500000,7,2,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
38,8400000,2,2,723,3500000,50,4,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
18,7900000,4,6,678,3500000,50,9,12,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
35,10800000,5,2,850,7500000,34,7,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
53,3000000,1,4,850,1000000,34,1,12,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
28,10000000,1,1,629,5000000,10,3,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
42,8100000,3,2,344,2000000,50,4,6,Produktif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
27,11100000,0,4,344,4000000,28,0,6,Produktif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
50,6800000,7,2,850,2000000,5,2,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
26,10400000,3,1,681,2500000,50,8,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
26,5900000,5,3,850,3000000,28,6,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
36,7500000,0,0,829,4500000,50,5,12,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
40,7500000,3,1,803,3500000,50,5,12,Produktif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Macet
38,8300000,9,0,850,4000000,13,5,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Macet
38,5000000,0,0,578,2500000,20,0,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
30,7000000,3,3,771,4000000,50,4,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
33,5600000,11,1,850,2500000,8,2,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
26,4700000,3,2,408,500000,5,1,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
27,5400000,3,3,747,2500000,37,5,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
38,6900000,3,1,418,1500000,8,3,12,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
51,3500000,1,3,507,2500000,8,1,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
56,7600000,8,6,850,3000000,50,9,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
48,4300000,2,0,407,2000000,35,0,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
32,8600000,10,5,850,4000000,50,4,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
32,8400000,2,1,624,3000000,50,0,6,Konsumtif,Sewa,Swasta,S2/S3,Menikah,Macet
31,9800000,3,0,300,3500000,50,4,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
38,1500000,3,2,588,4500000,5,1,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
37,7000000,0,1,486,3000000,20,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
36,6400000,11,2,850,4000000,20,5,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Macet
28,9800000,0,3,595,3500000,44,3,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
27,7800000,2,0,685,2000000,37,3,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
49,8900000,2,0,704,3500000,8,3,12,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
37,6000000,4,2,770,8500000,44,3,6,Produktif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
47,6700000,4,1,678,3500000,13,0,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
34,6200000,0,2,504,4000000,31,3,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
51,5300000,5,1,473,3500000,5,3,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Macet
31,8000000,2,3,512,6000000,50,4,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
36,5000000,2,1,705,4500000,41,7,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
36,7200000,2,1,694,2000000,7,1,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
43,5800000,2,1,489,3000000,5,7,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Menikah,Lancar
39,6300000,16,4,850,4500000,15,4,12,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
25,5700000,1,0,571,3500000,40,1,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
59,7600000,4,0,763,3500000,20,1,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
58,6400000,2,2,300,4500000,23,7,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
23,6100000,2,0,380,3000000,50,6,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Lancar
37,7100000,2,1,499,2500000,27,4,12,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
25,5100000,2,2,506,5500000,50,4,12,Produktif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
49,9500000,7,0,850,7000000,46,1,12,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
29,9200000,1,2,672,2500000,50,2,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
48,2900000,2,0,695,4000000,13,0,12,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
52,7400000,3,4,634,1500000,20,0,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
37,9100000,1,4,612,6500000,50,2,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
28,10000000,3,2,609,1000000,31,1,6,Pendidikan,Sewa,Swasta,S2/S3,Bercerai,Lancar
43,9100000,7,2,774,1000000,50,7,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
51,9700000,3,1,769,5000000,5,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
35,8000000,6,2,680,1500000,23,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Macet
49,5700000,6,1,736,3500000,31,0,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
32,10000000,0,2,553,5500000,50,4,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
39,5400000,4,2,671,4500000,50,1,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
29,7000000,4,2,787,2500000,50,4,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
48,5800000,6,3,850,3000000,50,5,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
29,6700000,1,2,561,4500000,50,0,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Menikah,Macet
35,7500000,0,1,545,3000000,50,3,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
48,6400000,1,1,489,4000000,50,3,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
47,9100000,4,2,807,5000000,50,1,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
46,8600000,1,1,300,1000000,33,2,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
28,4500000,4,4,687,1500000,50,7,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
41,3800000,7,3,601,5500000,12,4,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Macet
33,9100000,0,0,458,5500000,50,6,6,Produktif,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
47,6100000,5,1,638,4500000,22,0,12,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
37,5700000,0,1,436,500000,50,1,12,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
25,8500000,2,2,733,3000000,50,1,12,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
39,6100000,7,1,850,4000000,22,5,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
51,7800000,10,3,850,4000000,19,4,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
36,2700000,8,1,850,3000000,40,3,6,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Macet
37,9800000,2,1,657,2500000,50,6,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Menikah,Macet
35,10100000,4,4,762,3500000,30,1,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
21,7000000,0,1,850,1500000,47,3,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Macet
40,9000000,1,2,636,4500000,27,1,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
36,4500000,3,1,715,6000000,50,2,24,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
34,9300000,0,2,623,4000000,50,3,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
36,6300000,3,0,505,6500000,36,3,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
25,8000000,0,0,520,5500000,43,0,12,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
46,5300000,6,2,771,5000000,50,5,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
29,4500000,1,1,768,2500000,50,3,12,Konsumtif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
39,6400000,2,1,467,7000000,50,2,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
38,9200000,1,0,529,3500000,47,1,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
33,5900000,4,0,506,0,50,8,12,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
36,5800000,11,0,850,5500000,14,3,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
28,8500000,0,2,634,2000000,50,2,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
37,5800000,4,3,466,2500000,48,2,12,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
66,6300000,4,6,850,6500000,50,0,12,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
39,8600000,9,1,850,4500000,19,0,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
57,7400000,4,4,608,4500000,5,4,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
33,5200000,0,1,746,3000000,5,0,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
38,7200000,3,3,627,5000000,42,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
42,6400000,4,0,806,2500000,44,5,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
27,5300000,1,2,733,2500000,50,6,12,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
24,5200000,0,1,850,5000000,50,6,12,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Macet
41,9700000,3,0,678,4000000,50,6,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Bercerai,Macet
33,6500000,1,0,844,2500000,50,4,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
39,6900000,1,1,576,5000000,50,5,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
53,7300000,5,6,850,3500000,24,1,6,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
31,6500000,1,0,568,4500000,14,3,6,Konsumtif,Sewa,Swasta,S2/S3,Bercerai,Lancar
36,10900000,2,1,660,3000000,23,3,12,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
28,7200000,6,4,751,3000000,50,4,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
47,4600000,4,4,604,4000000,28,1,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
27,6600000,0,0,509,4000000,27,1,6,Produktif,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
31,6700000,14,6,850,2500000,25,2,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
26,8000000,1,2,642,7000000,47,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
46,7000000,5,0,672,5500000,40,0,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
40,8100000,4,2,757,3000000,44,0,12,Pendidikan,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
58,8900000,8,3,850,3500000,15,2,12,Pendidikan,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
31,3800000,2,1,847,2500000,50,4,12,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Macet
31,5000000,4,1,850,2500000,50,8,6,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Macet
39,5300000,3,2,677,3000000,32,1,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
27,7400000,4,3,731,5000000,14,2,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
41,6100000,8,0,850,3500000,50,5,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
31,8700000,2,3,622,8000000,50,7,12,Produktif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
46,7600000,7,2,674,5000000,26,2,12,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
22,5500000,1,0,415,3500000,50,5,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
48,7600000,7,2,850,1500000,9,1,12,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
35,10100000,0,0,493,4500000,50,6,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
42,4300000,8,1,850,5500000,11,3,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Macet
51,6900000,6,3,759,3000000,11,5,12,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
39,7900000,2,3,589,4000000,50,1,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
39,4400000,1,2,300,3500000,5,3,12,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
47,7200000,9,3,850,4000000,22,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
38,5400000,2,1,636,4500000,50,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
30,4700000,0,2,624,2500000,50,1,6,Produktif,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
45,6300000,7,3,850,2500000,8,1,6,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
30,9900000,0,1,640,2000000,48,4,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
43,4700000,3,3,750,5500000,50,2,12,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
34,9000000,10,0,850,3500000,5,5,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
46,7900000,6,3,850,3500000,49,2,12,Konsumtif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
24,10600000,2,2,484,2000000,50,3,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
39,8800000,4,1,513,5500000,18,1,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Macet
20,8300000,7,1,366,5000000,41,10,12,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
32,6100000,13,6,850,4000000,26,5,12,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
47,4100000,0,1,821,1000000,9,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
40,7800000,2,0,526,2500000,13,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
18,7300000,3,3,598,3000000,50,1,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
46,11700000,6,2,740,5500000,50,6,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Lancar
43,5600000,0,1,349,5000000,6,5,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
32,5800000,0,1,597,3500000,50,0,12,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
31,9100000,3,3,530,3000000,38,1,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
46,6700000,7,4,630,2500000,24,7,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
30,4000000,0,4,411,4000000,50,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
38,5300000,2,3,706,3500000,5,1,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
